precision,recall,f1-score,support,accuracy,ROC,category,class,model_name
0.9940995917394284,0.7707004897883745,0.868260433882953,43284.0,,,toxic,0,model4_Conv1D_lossC_aug
0.30667132378623824,0.9568439407149084,0.46447653811564305,4588.0,,,toxic,1,model4_Conv1D_lossC_aug
0.9282172201366284,0.7885402740641712,0.829562227963409,47872.0,0.7885402740641712,0.9593201930366113,toxic,weighted avg,model4_Conv1D_lossC_aug
0.9998391802789074,0.9182596953200827,0.9573145917884758,47394.0,,,severe_toxic,0,model4_Conv1D_lossC_aug
0.10840046029919448,0.9853556485355649,0.19531411984242175,478.0,,,severe_toxic,1,model4_Conv1D_lossC_aug
0.9909382004127998,0.9189296457219251,0.9497060476376108,47872.0,0.9189296457219251,0.9859719103613385,severe_toxic,weighted avg,model4_Conv1D_lossC_aug
0.9984960898335673,0.8786642256876283,0.9347553177759788,45337.0,,,obscene,0,model4_Conv1D_lossC_aug
0.3103059177532598,0.9763313609467456,0.4709352107316145,2535.0,,,obscene,1,model4_Conv1D_lossC_aug
0.9620538671099798,0.8838360628342246,0.9101943223849891,47872.0,0.8838360628342246,0.980720633499057,obscene,weighted avg,model4_Conv1D_lossC_aug
0.9999517118161186,0.867732405874835,0.9291619459993047,47729.0,,,threat,0,model4_Conv1D_lossC_aug
0.021846916640842887,0.986013986013986,0.042746703046839474,143.0,,,threat,1,model4_Conv1D_lossC_aug
0.9970299833378837,0.8680857286096256,0.9265141063489412,47872.0,0.8680857286096256,0.9705554978449863,threat,weighted avg,model4_Conv1D_lossC_aug
0.9977842125141634,0.8707508404930893,0.929949310053506,45509.0,,,insult,0,model4_Conv1D_lossC_aug
0.2789015569449553,0.9627592044011849,0.43250950570342206,2363.0,,,insult,1,model4_Conv1D_lossC_aug
0.9622995927967911,0.8752924465240641,0.9053952856200325,47872.0,0.8752924465240641,0.9750146569437321,insult,weighted avg,model4_Conv1D_lossC_aug
0.9993969800762217,0.8732664502803187,0.9320840457122289,47446.0,,,identity_hate,0,model4_Conv1D_lossC_aug
0.06251948861864672,0.9413145539906104,0.11725146198830409,426.0,,,identity_hate,1,model4_Conv1D_lossC_aug
0.9910599602867639,0.8738719919786097,0.9248330705980413,47872.0,0.8738719919786097,0.9602990224221298,identity_hate,weighted avg,model4_Conv1D_lossC_aug
