precision,recall,f1-score,support,accuracy,ROC,category,class,model_name
0.947411039632912,0.9731078458552814,0.9600875293474048,43284.0,,,toxic,0,model1_Dense_lossD
0.6590509666080844,0.490409764603313,0.5623594101474632,4588.0,,,toxic,1,model1_Dense_lossD
0.9197749263508701,0.9268465909090909,0.9219697024153918,47872.0,0.9268465909090909,0.8916643568477033,toxic,weighted avg,model1_Dense_lossD
0.9907118800075309,0.9992825944759774,0.9949787806210344,47393.0,,,severe_toxic,0,model1_Dense_lossD
0.5072463768115942,0.07306889352818371,0.12773722627737227,479.0,,,severe_toxic,1,model1_Dense_lossD
0.9858743972194531,0.9900150401069518,0.986301292642036,47872.0,0.9900150401069518,0.9585897417881935,severe_toxic,weighted avg,model1_Dense_lossD
0.9664493285547735,0.9873613163641176,0.9767934100703727,45337.0,,,obscene,0,model1_Dense_lossD
0.6312741312741312,0.38698224852071006,0.47982391782831985,2535.0,,,obscene,1,model1_Dense_lossD
0.9487005583946293,0.9555690173796791,0.9504770317524915,47872.0,0.9555690173796791,0.9086904692141373,obscene,weighted avg,model1_Dense_lossD
0.9970542765219571,0.9999161935091873,0.9984831842669596,47729.0,,,threat,0,model1_Dense_lossD
0.3333333333333333,0.013986013986013986,0.026845637583892617,143.0,,,threat,1,model1_Dense_lossD
0.9950716542192336,0.9969710895721925,0.9955807743159302,47872.0,0.9969710895721925,0.9440620976793953,threat,weighted avg,model1_Dense_lossD
0.9685647139992669,0.9871234261354896,0.9777560126237892,45509.0,,,insult,0,model1_Dense_lossD
0.6069751844399732,0.38298772746508675,0.46964193046185787,2363.0,,,insult,1,model1_Dense_lossD
0.9507163671921852,0.957302807486631,0.95267509734662,47872.0,0.957302807486631,0.915309274554678,insult,weighted avg,model1_Dense_lossD
0.9912598013591218,0.999199072610391,0.9952136034428466,47445.0,,,identity_hate,0,model1_Dense_lossD
0.19148936170212766,0.02107728337236534,0.0379746835443038,427.0,,,identity_hate,1,model1_Dense_lossD
0.9841261537627494,0.9904745989304813,0.9866753970007368,47872.0,0.9904745989304813,0.9117697232565354,identity_hate,weighted avg,model1_Dense_lossD
