loss,accuracy,auc,prc,val_loss,val_accuracy,val_auc,val_prc,lr,model_name
0.41843852400779724,0.1677795797586441,0.9488771557807922,0.5721704959869385,1.0911412239074707,0.7152406573295593,0.937901496887207,0.37825143337249756,0.001,model2_LSTM_lossC_aug_tanh
0.3007015287876129,0.3087276220321655,0.9645034670829773,0.5429646372795105,0.2899843156337738,0.9768549203872681,0.9723196625709534,0.5370998382568359,0.001,model2_LSTM_lossC_aug_tanh
0.2076651155948639,0.6108298897743225,0.9773721098899841,0.6179500818252563,0.22503595054149628,0.986589252948761,0.9761530756950378,0.5928467512130737,0.001,model2_LSTM_lossC_aug_tanh
0.17316360771656036,0.7518907785415649,0.9820602536201477,0.6711312532424927,0.22706404328346252,0.9850225448608398,0.9754555225372314,0.610917329788208,0.001,model2_LSTM_lossC_aug_tanh
0.15387679636478424,0.8106423020362854,0.9846735596656799,0.6980970501899719,0.21874740719795227,0.9833514094352722,0.9749730229377747,0.6168421506881714,0.001,model2_LSTM_lossC_aug_tanh
