precision,recall,f1-score,support,accuracy,ROC,category,class,model_name
0.9906115057807494,0.8215044820256908,0.8981674433877671,43284.0,,,toxic,0,model1_Dense_lossC
0.35493028304249813,0.9265475152571927,0.5132508300633867,4588.0,,,toxic,1,model1_Dense_lossC
0.929688514263305,0.8315716911764706,0.8612774571341688,47872.0,0.8315716911764706,0.9543542484393942,toxic,weighted avg,model1_Dense_lossC
0.9994407158836689,0.9426497584031397,0.9702148914684069,47393.0,,,severe_toxic,0,model1_Dense_lossC
0.14312736443883986,0.9478079331941545,0.2486989865790195,479.0,,,severe_toxic,1,model1_Dense_lossC
0.9908725738519579,0.9427013703208557,0.9629955123231441,47872.0,0.9427013703208557,0.9828611397426757,severe_toxic,weighted avg,model1_Dense_lossC
0.9948338783828617,0.9259545183845425,0.959159193465471,45337.0,,,obscene,0,model1_Dense_lossC
0.4083538949594642,0.9140039447731756,0.5645023754415885,2535.0,,,obscene,1,model1_Dense_lossC
0.9637775874825795,0.9253216911764706,0.9382606508165208,47872.0,0.9253216911764706,0.9715710298231621,obscene,weighted avg,model1_Dense_lossC
0.9997781229199024,0.8496721071046952,0.918633624790468,47729.0,,,threat,0,model1_Dense_lossC
0.018333561362703515,0.9370629370629371,0.03596349973161567,143.0,,,threat,1,model1_Dense_lossC
0.9968464181174568,0.8499331550802139,0.91599697230293,47872.0,0.8499331550802139,0.9594190510614488,threat,weighted avg,model1_Dense_lossC
0.9949816637714727,0.9061943791337977,0.9485147831686926,45509.0,,,insult,0,model1_Dense_lossC
0.33546077210460773,0.9119763013118917,0.4904973255946284,2363.0,,,insult,1,model1_Dense_lossC
0.9624271879399052,0.9064797794117647,0.9259066771307682,47872.0,0.9064797794117647,0.9652794492189892,insult,weighted avg,model1_Dense_lossC
0.9987593348125879,0.8823058278006113,0.9369278632019516,47445.0,,,identity_hate,0,model1_Dense_lossC
0.0629300218157409,0.8782201405152225,0.11744440964610084,427.0,,,identity_hate,1,model1_Dense_lossC
0.9904120939066376,0.882269385026738,0.929618383032576,47872.0,0.882269385026738,0.9391446721373176,identity_hate,weighted avg,model1_Dense_lossC
