precision,recall,f1-score,support,accuracy,ROC,category,class,model_name
0.9923392612859097,0.8379539783753812,0.9086354184933737,43284.0,,,toxic,0,model2_LSTM_lossC_aug_tanh
0.3804981452040276,0.9389712292938099,0.541546197360151,4588.0,,,toxic,1,model2_LSTM_lossC_aug_tanh
0.9337010794555354,0.8476353609625669,0.873453989963978,47872.0,0.8476353609625669,0.9645286056802753,toxic,weighted avg,model2_LSTM_lossC_aug_tanh
0.9998847182514065,0.915031438578723,0.955578079897759,47394.0,,,severe_toxic,0,model2_LSTM_lossC_aug_tanh
0.10511111111111111,0.9895397489539749,0.19003615910004018,478.0,,,severe_toxic,1,model2_LSTM_lossC_aug_tanh
0.9909504396707527,0.9157754010695187,0.9479341745221467,47872.0,0.9157754010695187,0.9872339427178873,severe_toxic,weighted avg,model2_LSTM_lossC_aug_tanh
0.9985112510372431,0.9024196572336061,0.9480367508197101,45337.0,,,obscene,0,model2_LSTM_lossC_aug_tanh
0.3586546825166715,0.9759368836291913,0.5245415032333298,2535.0,,,obscene,1,model2_LSTM_lossC_aug_tanh
0.9646284719346436,0.9063126671122995,0.9256111063379363,47872.0,0.9063126671122995,0.9852648534910095,obscene,weighted avg,model2_LSTM_lossC_aug_tanh
0.9998128129533437,0.8952628381068114,0.9446538516807235,47729.0,,,threat,0,model2_LSTM_lossC_aug_tanh
0.02629528632645111,0.9440559440559441,0.051165434906196704,143.0,,,threat,1,model2_LSTM_lossC_aug_tanh
0.9969047872534011,0.8954085895721925,0.9419848835239981,47872.0,0.8954085895721925,0.9753156918716641,threat,weighted avg,model2_LSTM_lossC_aug_tanh
0.9978970286251515,0.8862862290975412,0.9387859603388884,45509.0,,,insult,0,model2_LSTM_lossC_aug_tanh
0.30564873205420634,0.9640287769784173,0.4641401792991035,2363.0,,,insult,1,model2_LSTM_lossC_aug_tanh
0.9637271020543555,0.8901236631016043,0.9153570670276207,47872.0,0.8901236631016043,0.9772722870468382,insult,weighted avg,model2_LSTM_lossC_aug_tanh
0.9996679080579738,0.8882308308392699,0.9406604689575125,47446.0,,,identity_hate,0,model2_LSTM_lossC_aug_tanh
0.0720909886264217,0.9671361502347418,0.1341801009607556,426.0,,,identity_hate,1,model2_LSTM_lossC_aug_tanh
0.9914136515473236,0.8889329879679144,0.9334838179555361,47872.0,0.8889329879679144,0.9682998898278032,identity_hate,weighted avg,model2_LSTM_lossC_aug_tanh
